id,name,tagIdNumber,species,gender,stageOfLife,length,weight,tagDate,tagLocation,description,active,id,datetime,latitude,longitude
194,Hans,151415,Hammerhead Shark (Sphyrna),Male,Undetermined,7.2 ft (2.1 m),160 lbs,4 April 2016,Padre Island National Seashore,"Hans is a male Scalloped Hammerhead shark tagged by Eric Ozolins in collaboration with scientists at the Harte Research Instituteâ€™s Center for Sportfish Science and Conservation at Texas A&M University â€“ Corpus Christi. Hans was named by Newman â€œTreeâ€ Baker and family in memory of Hans the Sand Tiger Shark, a long-term resident of the Texas State Aquarium in Corpus Christi. Hans the Scalloped Hammerhead was tagged off the beach along Padre Island National Seashore. Generally, there is much scientific concern about the global status of these hammerhead populations given their declining numbers. Tracking sharks like Hans will inform scientists about their migration patterns and habitat use that will promote conservation of these important apex predators.",1,51173,22 May 2016 8:51:35 AM,27.86754,-96.51263
195,Jacob,151423,Hammerhead Shark (Sphyrna),Male,Mature,8.1 ft (2.46 m),150 lbs,5 April 2016,Padre Island National Seashore,"Jacob is a mature-size male Scalloped Hammerhead shark tagged by recreational anglers Scott Nelson and Eric Ozolins in collaborations with scientists at the Harte Research Instituteâ€™s Center for Sportfish Science and Conservation at Texas A&M University â€“ Corpus Christi. The shark was named after Jacob Wetz, a budding 6-year-old future marine biologist who has been enthralled with sharks since he could first talk. One of his future goals is to become a SCUBA diver so he can see sharks in their natural environment. Jacob (the shark) was tagged from the surf at Padre Island National Seashore. Generally, there is much scientific concern about the global status of these hammerhead populations given their declining numbers. Tracking sharks like Jacob will inform scientists about their migration patterns and habitat use that will promote conservation of these important apex predators.",1,51506,31 May 2016 9:54:16 PM,26.643,-97.01985
196,Orlando,159817,Tiger Shark (Galeocerdo cuvier),Female,Undetermined,7.8 feet,164 lbs,16 June 2016,"Wrightsville Beach, NC",This female tiger shark was named in honor of the Orlando community.,1,52007,18 July 2016 8:09:33 AM,34.38893,-77.37162
197,Carolina,159818,Tiger Shark (Galeocerdo cuvier),Female,Undetermined,9.3 feet,304 lbs,22 June 2016,"Wrightsville Beach, NC",This female tiger shark is named after North Carolina the state in which she was tagged,1,51851,7 July 2016 7:50:39 AM,34.40339,-77.17396
198,Crystal,159820,Tiger Shark (Galeocerdo cuvier),Female,Undetermined,11.4 ft,608 lbs,20 June 2016,"Wrightsville Beach, NC","This female tiger shark is named after Crystal Pier at Wrightsville Beach, NC.",1,61286,18 April 2017 9:34:16 PM,34.62816,-75.87017
199,Peggy,159822,Tiger Shark (Galeocerdo cuvier),Female,Undetermined,9.3 ft,304 lbs,20 June 2016,"Wrightsville Beach, NC",This female tiger shark is named in honor of Peggy Sloan from the North Carolina Aquariums who hosted OCEARCH during the 2016 North Carolina Expedition and was our greater supporter in the region.,1,53348,12 September 2016 7:37:03 PM,31.35587,-80.90367
200,Lexi,159821,Tiger Shark (Galeocerdo cuvier),Female,Mature,8.9 ft,263 lbs,8 July 2016,"Wrightsville Beach, NC",This female tiger shark was named in honor of Lexi Speight. She was a young shark lover who died at the age of 8 from liver cancer.,1,55690,3 November 2016 8:58:40 AM,35.24023,-75.64282
201,Orlandinho,136722,Tiger Shark (Galeocerdo cuvier),Male,Immature,6.6 ft,132 lbs,20 June 2016,Fernando de Noronha,This shark was tagged by AndrÃ© Afonso of Departamento de Pesca e Aquicultura & Universidade Federal Rural de Pernambuco and Yuri Niella as part of a collaboration to tag tiger sharks that started in 2014.,1,51989,16 July 2016 6:17:53 AM,-3.858945195,-32.45355606
202,Oscar,141267,Mako Shark (Isurus oxyrinchus),Male,Mature,7 ft 8 in,320 lbs,15 October 2015,Cape Cod,Oscar is a mature male mako shark caught and tagged by researchers at the Woods Hole Oceanographic Institution aboard the M/V Machaca. Note: Photo is not of Oscar. Photo is previously tagged mako shark Daymond.,1,61616,2 May 2017 11:40:41 AM,34.22721,-71.39434
203,Johnny,141261,Blue Shark (Prionace glauca),Male,Mature,8 ft 4 in,260 lbs,13 October 2015,Cape Cod,Johnny is a mature male blue shark caught and tagged by researchers at the Woods Hole Oceanographic Institution aboard the M/V Machaca. He was named by Max Kaplan after a close friend who also loved ocean exploration. Photo by Nuno Sa.,1,52230,28 July 2016 10:55:38 AM,43.13098,-56.49265
204,Thomas,141270,Blue Shark (Prionace glauca),Male,Mature,9 ft,305 lbs,21 October 2015,Cape Cod,Thomas is a mature male blue shark caught and tagged by researchers at the Woods Hole Oceanographic Institution aboard the M/V Machaca. Photo by Nuno Sa.,1,61615,2 May 2017 9:58:56 AM,39.76278,-52.69671
205,Roland,141264,Blue Shark (Prionace glauca),Male,Mature,8 ft 4 in,260 lbs,21 October 2015,Cape Cod,Roland is a mature male blue shark caught and tagged by researchers at the Woods Hole Oceanographic Institution aboard the M/V Machaca. Photo by Nuno Sa.,1,52169,23 July 2016 1:57:47 AM,41.6889,-70.2969
206,Montauk,163612,White Shark (Carcharodon carcharias),Female,Immature,4.6 ft,50 lbs,18 August 2016,"Montauk, NY",Montauk is the first white shark tagged during Expedition NY 2016. She is the young of the year and will add to data that will determine the birthing site for the Atlantic White Shark.,1,57870,27 December 2016 8:30:05 AM,36.24211,-74.83455
207,Hampton,163613,White Shark (Carcharodon carcharias),Male,Immature,4.5 ft,42 lbs,21 August 2016,"Montauk, NY","Hampton is named in honor of the Hamptonâ€™s community and collaborating science partner, South Hampton Schools.",1,53657,19 September 2016 3:24:52 AM,40.96603,-71.8895
208,Hudson,163614,White Shark (Carcharodon carcharias),Male,Immature,5.1 ft,66.7 lbs,18 August 2016,"Montauk, NY","Hudson is named after the river. The river is named after Henry Hudson, an Englishman sailing for the Dutch East India Company, who explored it in 1609, and after whom Canadaâ€™s Hudson Bay is also named.",1,58586,18 January 2017 3:50:33 AM,34.98332,-75.72036
209,Gotham,163615,White Shark (Carcharodon carcharias),Male,Immature,5.1 ft,30.9 lbs,22 August 2016,"Montauk, NY",Gotham is named for the fictional city in Batman that is based on New York City. Gotham is a long time nickname for the city.,1,52711,31 August 2016 8:18:31 AM,40.7656,-72.24836
210,Gratitude,163696,White Shark (Carcharodon carcharias),Female,Immature,5.3 ft,74.4 lbs,23 August 2016,"Montauk, NY",This shark is named in gratitude for what the ocean has given us.,1,60338,11 March 2017 8:22:46 AM,35.49608,-75.05857
211,Teddy,163611,White Shark (Carcharodon carcharias),Male,Immature,5.4 ft,82 lbs,21 August 2016,"Montauk, NY","""Teddy the shark was named after Theodore Roosevelt, one of the original founders of WCS and one of our collaborators on this expedition,â€ said Chris Fischer, Founding Chairman and Expedition Leader. ""I also had the great privilege of planning this New York expedition on Teddy Roosevelt's table at the Explorers Club in Manhattan.",1,53342,12 September 2016 11:48:26 AM,40.87413,-71.53585
212,Paumanok,163695,White Shark (Carcharodon carcharias),Male,Undetermined,5.08 ft,63.71 lbs,23 August 2016,"Montauk, NY","""Paumanok"" is the Native American name for Long Island. Its name means the ""island or land that pays tribute."" Its name has been mentioned by Walt Whitman in Leaves of Grass and its history has been describe in detail by ornithologist / naturalist / environmentalist Robert C. Murphy in his book ""Fish-Shape Paumanok - Nature and Man on Long Island."" ""Paumanok"" makes a strong statement about our ties to our Native American roots, our place in literature as well in the field science. Name by Jonathan Mead of East Northport via crowd sourced naming contest with Ellen Yan of Newday.",1,52618,27 August 2016 12:50:23 AM,40.60239,-72.90197
213,Manhattan,163694,White Shark (Carcharodon carcharias),Male,Immature,5.3 ft,72.75 lbs,23 August 2016,"Montauk, NY",This young white shark is named after Manhattan. We hope the tracking of these sharks near by the city will help connect people to our ocean movement.,1,61345,20 April 2017 10:50:10 AM,35.51345,-75.3934
214,Vader,106745,Blue Shark (Prionace glauca),Male,Mature,8 ft 10 in,285 lbs,28 August 2016,Cape Cod,"Vader was tagged by researchers at the Woods Hole Oceanographic Institution aboard the MV Machaca. He was named by Phoebe Thorrold, a 9 year old ocean enthusiast from Falmouth, MA. For more information visit www.camrinbraun.com.",1,61447,23 April 2017 6:21:34 PM,36.69186,-50.01911
215,Ciona,106746,Blue Shark (Prionace glauca),Male,Mature,8 ft 7 in,265 lbs,28 August 2016,Cape Cod,"Ciona was tagged by researchers at the Woods Hole Oceanographic Institution aboard the MV Machaca. He was named to honor Anna Ciona, a seven year old shark enthusiast from Calgary, Canada. For more information visit www.camrinbraun.com.",1,61176,15 April 2017 4:27:13 PM,32.15455,-70.75984
216,Mahkato,106748,Blue Shark (Prionace glauca),Male,Mature,8 ft 1 in,210 lbs,27 August 2016,Cape Cod,"Mahkato was tagged by researchers at the Woods Hole Oceanographic Institution aboard the MV Machaca. He was named by Megan DuVal, a 13 year old future marine biologist and shark lover from Salt Lake City, Utah. The name Mahkato comes from the language of the Dakota tribe. In this language, it means â€œblue-green earthâ€, which refers to the blue-green color of the clay in that region. For me, blue-green earth makes me think of the oceans, because most of the world is covered in water. Also, blue sharks are, as their name suggests, blue in color. For more information visit www.camrinbraun.com.",1,57173,6 December 2016 10:42:18 AM,39.01181,-55.43461
217,Bigelow,106749,Blue Shark (Prionace glauca),Male,Mature,7 ft 6 in,180 lbs,25 August 2016,Cape Cod,"Bigelow was tagged by researchers at the Woods Hole Oceanographic Institution (WHOI) aboard the MV Machaca. He was named in honor of the first director of WHOI, Henry Bryant Bigelow, who described 110 new species to science and published over 100 scientific papers. For more information visit www.camrinbraun.com.",1,53672,19 September 2016 7:52:51 AM,41.5172,-65.23131
218,Warne,141262,Blue Shark (Prionace glauca),Male,Mature,7 ft 3 in,160 lbs,28 August 2016,Cape Cod,"Warne was tagged by researchers at the Woods Hole Oceanographic Institution (WHOI) aboard the MV Machaca. He was named in honor of the Warne Family Foundation, a generous sponsor of shark research at WHOI. For more information visit www.camrinbraun.com.",1,61161,14 April 2017 9:55:12 PM,19.20853,-55.83659
219,Machaca,141263,Blue Shark (Prionace glauca),Male,Mature,8 ft 2 in,225 lbs,25 August 2016,Cape Cod,"Machaca was tagged by researchers at the Woods Hole Oceanographic Institution and was named for the vessel he was tagged on, the MV Machaca, owned and operated by Captain Willy Hatch in Falmouth, MA. For more information visit www.camrinbraun.com.",1,58190,6 January 2017 11:44:30 AM,42.21081,-8.73223
220,Sawtooth,141265,Blue Shark (Prionace glauca),Male,Mature,7 ft 11 in,200 lbs,27 August 2016,Cape Cod,"Sawtooth was tagged by researchers at the Woods Hole Oceanographic Institution aboard the MV Machaca. He was named after the Sawtooth Mountains of central Idaho by Mrs. Etcheverryâ€™s 8th grade science class at Bear Lake Middle School (Idaho, USA). For more information visit www.camrinbraun.com.",1,59495,6 February 2017 7:41:46 AM,36.14281,-42.92094
221,Don,106744,Blue Shark (Prionace glauca),Male,Mature,9 ft 1 in,311 lbs,27 August 2016,Cape Cod,Don was tagged by researchers at the Woods Hole Oceanographic Institution aboard the MV Machaca. He was named by Woods Hole Oceanographic Institution Trustee Jean Tempel. For more information visit www.camrinbraun.com.,1,60277,9 March 2017 7:30:41 AM,32.90305,-74.13608
222,Buzz,141266,Blue Shark (Prionace glauca),Male,Mature,8 ft 4 in,235 lbs,10 September 2016,Cape Cod,Buzz was tagged by researchers at the Woods Hole Oceanographic Institution aboard the MV Machaca. He was named by WHOI Trustee David Scully. For more information visit www.camrinbraun.com.,1,57889,27 December 2016 10:31:17 PM,11.06574,-53.9173
223,Grey Lady,163607,White Shark (Carcharodon carcharias),Female,Immature,12 ft 5 in (3.7 meters),"1,348 lbs",21 September 2016,"Nantucket, MA",<p>The Grey Lady was named for the people of Nantucket who have welcomed OCEARCH. The Grey Lady is the nickname of the Island that is hosting OCEARCH&rsquo;s 27th expedition. It is also named for our friends at Cisco Brewery who have become partners and help enabled our work on the water. [A special thank you to Tammy Blades for sponsoring the SPOT tag.]</p>,1,61085,1 April 2017 12:02:21 AM,32.0615,-80.1368
224,Miss Costa,163610,White Shark (Carcharodon carcharias),Female,Immature,12 ft 5in,"1,668 lbs",23 September 2016,"Nantucket, MA",<p>Miss Costa was named for our long time friends and partner Costa Sunglasses. Costa has done so much to enable our work on the water and we have been waiting to name a female white shark in honor of our partnership with them. We can&rsquo;t wait to see where she will go!</p>,1,61083,27 March 2017 10:13:21 PM,30.9199,-81.4029
225,Madaket Millie,159819,White Shark (Carcharodon carcharias),Female,Immature,12 ft 8 in,936.7 lbs,22 September 2016,"Nantucket, MA",This female white shark was named after the Nantucket local legend Madaket Millie. She was a volunteer in 8 different decades for the US Coast Guard. She lived on Nantucket Island her entire life (1907 â€“ 1990). This shark is named in honor of her patriotic life and unfaltering friendship to everyone on the Island. [A special thank you to Kathryn Florio for sponsoring the SPOT tag.],1,61084,23 March 2017 11:34:21 PM,33.9634,-77.2652
226,YETI,151414,White Shark (Carcharodon carcharias),Female,Immature,11 ft .96 in,: 960 lbs,7 October 2016,"Nantucket, MA","Yeti is a â€œlifelyâ€ female white shark named for our longtime partner, YETI Coolers, who has been supporting our expeditions for years. With 4 pings in less then 24 hours we expect this shark to be a â€œpinger.â€ We canâ€™t wait to see where she goes",1,57359,11 December 2016 9:27:37 PM,32.03228,-80.45139
227,George,151421,White Shark (Carcharodon carcharias),Male,Mature,9 ft 10 in,702 lbs,7 October 2016,"Nantucket, MA",<p>George was named for Expedition Leader Chris Fischer&rsquo;s father. Chris named Mary Lee after his mother and has been waiting for a male shark to name after his father who has supported Chris and his vision for OCEARCH. Now George and Mary Lee are together in the Atlantic Ocean creating a greater public awareness for sharks and the ocean. [A special thank you to Bob Holding for sponsoring the SPOT tag.]</p>,1,61444,23 April 2017 11:31:27 AM,35.32181,-75.95352
228,Cisco,163608,White Shark (Carcharodon carcharias),Male,Immature,8 ft 7 in,362 lbs,7 October 2016,"Nantucket, MA",Cisco was named for Cisco Beach on Nantucket and for our partner Cisco Brewery who created the Shark Tracker Light Lager to support our research.,1,61538,28 April 2017 8:27:19 AM,36.53325,-75.69618
229,MacAttack,165927,Blue Shark (Prionace glauca),Male,Mature,12 ft 4 in,454 lbs,19 October 2016,Cape Cod,"Mac Attack was tagged by researchers at the Woods Hole Oceanographic Institution aboard the MV Machaca. He was named by Alec and Lee Sargent in honor of their grandson, Daniel McColl â€œMacâ€ Sargent. Alec is a Corporation member of the Woods Hole Oceanographic Institution. MacAttack is a male and at nearly 400 pounds is approaching the maximum size for blue sharks. For more information visit www.camrinbraun.com.",1,60101,1 March 2017 5:54:44 AM,33.50317,-74.0038
230,CubsWin,106747,Blue Shark (Prionace glauca),Male,Mature,9 ft 8 in,209 lbs,18 October 2016,Cape Cod,Cubswin was tagged by researchers at the Woods Hole Oceanographic Institution aboard the MV Machaca. He was named by Daphne Hoch Cunningham to commemorate the Chicago Cubsâ€™ 2016 World Series title. Daphne is a Corporation member of the Woods Hole Oceanographic Institution. Cubswin is a male blue shark weighing in over 200 pounds and is nearly 10 feet long. For more information visit www.camrinbraun.com.,1,61579,30 April 2017 10:42:18 AM,24.78878,-44.64844
231,Triton,165928,Blue Shark (Prionace glauca),Male,Mature,11 ft 1 in,358 lbs,18 October 2016,Cape Cod,"Triton was tagged by researchers at the Woods Hole Oceanographic Institution about the MV Machaca. He was named by Emiley Lockhart, a friend and supporter of WHOI, in honor of the mythological fish-tailed sea god, Triton, who is a son of Poseidon and messenger of the sea. Triton is a male blue shark over 11 feet long, weighing about 360 pounds. For more information visit www.camrinbraun.com.",1,57878,27 December 2016 11:01:16 AM,31.28815,-70.47552
232,Brunswick,163616,White Shark (Carcharodon carcharias),Male,Immature,4 ft,54.8 lbs,22 August 2016,"Montauk, NY","Brunswick is a 4 ft 54 lbs male young of the year white shark tagged on August 22, 2016 during Expedition New York. This shark was named after the Brunswick School in Greenwich, Connecticut.",1,56349,22 August 2016 5:25:09 AM,40.90936127,-71.91833496
233,Rocky Mazzanti,163701,Whale Shark (Rhincodon Typus),Female,Mature,25 ft,"25,000 lbs",24 August 2016,Cape Cod,"Rocky Mazzanti was named by the Team at eMazzanti Technologies (https://www.emazzanti.net/) in honor of their ocean-loving Shih Tzu, who recently passed away. She was tagged by Tom Burns and Eric Savetsky (http://www.ericsavetsky.com/) aboard the MV Endurance. This tagged whale shark is part of the TOTEM Project based at the Woods Hole Oceanographic Institution (http://www.whoi.edu/). eMazzanti Technologies' Blue Project (https://www.emazzanti.net/blue-project), who sponsor and participate in shark tagging trips, are WHOI Associates, 1930 Society Members and long-time supporters. Rocky Mazzanti is a female and at approximately 20,000 pounds is about half the size of the largest whale shark examined to date. For more information visit the TOTEM Project website (https://simonthorrold.com/totem/).",1,58771,24 October 2016 12:12:24 PM,38.5389,-68.8206
234,Hilton,170026,White Shark (Carcharodon carcharias),Male,Mature,12 ft. 5 in. (3.7 meters),1326 lbs,3 March 2017,"Hilton Head, SC","<p>Hilton was caught off the coast of Hilton Head, SC during the Lowcountry Expedition. Hilton was named after the local community who has graciously welcomed us. Hilton was also tagged on the anniversary of Lydia.&nbsp;</p>",1,61612,2 May 2017 4:05:41 AM,34.40407,-75.96159
235,Weimar,170028,Tiger Shark (Galeocerdo cuvier),Male,Mature,9 ft 4 in ( 2.8 meters),304 lbs,3 March 2017,"Hilton Head, SC","<p>Weimar was named after Ruth Weimar who generously hosted the OCEARCH team in Georgia. She connected us to Brunswick and Savannah, making Lowcountry the most inclusive expedition to date.&nbsp;</p>

<p>&nbsp;</p>",1,61604,1 May 2017 9:29:37 AM,32.55122,-79.97073
236,Savannah,170025,White Shark (Carcharodon carcharias),Female,Immature,8 ft. 6 in. (2.5 meters),460 lbs,5 March 2017,"Hilton Head, SC","<p>Savannah was&nbsp;named to celebrate the people of Savannah, GA. The OCEARCH team was humbled by their hospitality and passion for the ocean. Savannah was tagged during Lowcountry Expedition.</p>",1,61607,1 May 2017 12:07:29 PM,33.57495,-77.88857
237,Beaufort,170027,Tiger Shark (Galeocerdo cuvier),Male,Immature,5 ft 7.5 in,107 lbs,8 March 2017,"Hilton Head, SC",<p>Beaufort is a immature male Tiger Shark that was&nbsp;tagged during&nbsp;the Lowcountry Expedition. We look forward to sharing our data so that the people of Beaufort can continue to monitor the migration of this immature Tiger Shark.&nbsp;</p>,1,61393,21 April 2017 9:46:45 AM,30.79276,-79.87662
238,Maya Marina,159825,Tiger Shark (Galeocerdo cuvier),Female,Immature,4.5 ft (1.4 m),100 lbs,21 March 2017,Gulf Of Mexico,"<p>Maya Marina is a Tiger shark captured by Chad Banks during a research expedition and tagged by scientists at the Harte Research Institute&rsquo;s Center for Sportfish Science and Conservation at Texas A&amp;M University &ndash; Corpus Christi. &ldquo;Maya Marina&rdquo; is named after Maya and Marina Corwin, who are the daughters of Jeff Corwin, and budding young biologists interested in sharks. Tracking sharks like Maya Marina will inform scientists about their migration patterns and habitat use that will promote conservation of these important apex predators.&nbsp;</p>",1,61587,30 April 2017 1:15:26 PM,27.98636,-93.93029
239,Peggy Hughes,159823,Mako Shark (Isurus oxyrinchus),Female,Mature,11.5 ft (3.8 m),"1,000+ lb",22 March 2017,Gulf Of Mexico,"<p>Peggy Hughes is a Shortfin Mako shark captured by angler William Fay during a research expedition and tagged by scientists with the Harte Research Institute&rsquo;s Center for Sportfish Science and Conservation at Texas A&amp;M University &ndash; Corpus Christi. &ldquo;Peggy&rdquo; is named after Peggy Hughes, an avid outdoorswoman and strong supporter of marine and wildlife conservation from San Antonio, Texas. Mako sharks are one of the fastest swimming fish in the ocean and are known to make large-scale movements. Tracking sharks like Peggy Hughes will inform scientists about their migration patterns and habitat use in the Gulf that will promote conservation of these majestic apex predators like &ldquo;Peggy.&rdquo;&nbsp;</p>",1,61610,1 May 2017 8:08:37 PM,28.6316,-89.80014
240,Caroline Mae,159826,Tiger Shark (Galeocerdo cuvier),Female,Mature,7.7 ft (2.3 m),300 lbs,21 March 2017,Gulf Of Mexico,"<p>Caroline Mae is a Tiger shark captured by Brendan Edman during a research expedition and tagged by scientists at the Harte Research Institute&rsquo;s Center for Sportfish Science and Conservation at Texas A&amp;M University &ndash; Corpus Christi. &ldquo;Caroline Mae&rdquo; is named after Caroline Wetz of Corpus Christi, TX, a young girl with a love for the ocean. She has recently become concerned about the growing marine debris problem in our oceans and how that can affect marine life. She wants all of us to be better stewards of our environment and help protect all ocean animals! Tracking sharks like Caroline Mae will inform scientists about their migration patterns and habitat use that will promote conservation of these important apex predators.</p>",1,61602,1 May 2017 9:28:59 AM,28.07206,-93.83859
